City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
Marienburg,54.04,19.03,52.0,100,96,7.61,PL,2020-10-26 20:30:19,overcast clouds
Gumdag,39.21,54.59,62.38,30,100,4.88,TM,2020-10-26 20:30:19,overcast clouds
Komsomolskiy,40.43,71.72,50.0,53,0,6.93,UZ,2020-10-26 20:30:19,clear sky
Barranca,-10.75,-77.77,67.23,73,100,8.55,PE,2020-10-26 20:30:20,overcast clouds
Alamos,27.02,-108.93,89.01,50,0,5.01,MX,2020-10-26 20:30:20,clear sky
Palmer,42.16,-72.33,52.0,93,90,5.82,US,2020-10-26 20:30:20,light intensity drizzle
Ostersund,63.18,14.64,41.0,93,100,10.29,SE,2020-10-26 20:30:21,overcast clouds
Mayahi,13.96,7.67,84.31,14,32,8.21,NE,2020-10-26 20:30:21,scattered clouds
Ous,60.91,61.52,24.15,95,100,13.24,RU,2020-10-26 20:30:21,overcast clouds
Tual,-5.67,132.75,81.99,74,100,7.38,ID,2020-10-26 20:30:22,moderate rain
Cuenca,-2.88,-78.98,73.4,43,40,3.36,EC,2020-10-26 20:29:53,scattered clouds
Beloha,-25.17,45.05,66.18,90,0,2.82,MG,2020-10-26 20:30:22,clear sky
Wellington,-41.29,174.78,52.0,100,100,20.8,NZ,2020-10-26 20:27:07,moderate rain
Urusha,54.05,122.9,31.14,99,100,7.56,RU,2020-10-26 20:30:23,overcast clouds
Manokwari,-0.87,134.08,79.21,73,0,5.06,ID,2020-10-26 20:30:23,clear sky
Piacabucu,-10.41,-36.43,78.57,77,0,21.21,BR,2020-10-26 20:30:23,clear sky
Porto Santo,33.07,-16.34,66.2,68,40,6.93,PT,2020-10-26 20:30:23,scattered clouds
Oussouye,12.48,-16.55,86.0,94,0,4.7,SN,2020-10-26 20:30:24,clear sky
Vila Velha,-20.33,-40.29,77.0,73,40,17.22,BR,2020-10-26 20:30:24,scattered clouds
Brigantine,39.41,-74.36,66.2,88,90,5.82,US,2020-10-26 20:30:24,overcast clouds
Tatawin,32.93,10.45,68.0,49,0,2.24,TN,2020-10-26 20:30:25,clear sky
Alofi,-19.06,-169.92,73.4,94,75,13.87,NU,2020-10-26 20:30:25,broken clouds
Zdvinsk,54.7,78.66,43.2,86,100,13.96,RU,2020-10-26 20:30:25,overcast clouds
Muravlenko,63.79,74.52,12.58,97,100,15.43,RU,2020-10-26 20:30:25,overcast clouds
San Andres,12.58,-81.7,86.0,70,75,3.36,CO,2020-10-26 20:30:26,broken clouds
Soe,-9.86,124.28,66.6,99,93,2.24,ID,2020-10-26 20:30:26,overcast clouds
Comodoro Rivadavia,-45.87,-67.5,66.2,37,0,17.22,AR,2020-10-26 20:30:26,clear sky
Umm Kaddadah,13.6,26.69,83.48,21,0,14.76,SD,2020-10-26 20:30:26,clear sky
Patacamaya,-17.23,-67.92,61.3,35,54,14.09,BO,2020-10-26 20:30:27,broken clouds
Bandar,2.05,99.75,71.92,90,100,2.48,ID,2020-10-26 20:30:27,overcast clouds
Acari,-15.43,-74.62,73.31,50,59,9.6,PE,2020-10-26 20:30:27,broken clouds
Sobolevo,54.43,31.9,44.74,91,63,10.6,RU,2020-10-26 20:30:27,broken clouds
Olafsvik,64.89,-23.71,40.93,75,100,14.79,IS,2020-10-26 20:30:28,light rain
Ngunguru,-35.62,174.5,64.0,95,14,3.89,NZ,2020-10-26 20:30:28,few clouds
Ust-Maya,60.42,134.53,11.1,92,92,2.46,RU,2020-10-26 20:30:28,overcast clouds
Fredericton,45.95,-66.67,41.0,75,90,5.82,CA,2020-10-26 20:27:07,light rain
Berdigestyakh,62.1,126.7,11.82,94,100,8.46,RU,2020-10-26 20:30:29,overcast clouds
Shitkino,56.37,98.35,34.07,95,100,5.61,RU,2020-10-26 20:30:29,overcast clouds
Valdivia,-39.81,-73.25,53.6,76,90,8.05,CL,2020-10-26 20:30:05,overcast clouds
Huarmey,-10.07,-78.15,69.71,68,100,10.27,PE,2020-10-26 20:30:30,overcast clouds
Ostrovnoy,68.05,39.51,39.25,93,100,28.81,RU,2020-10-26 20:30:30,light rain
Evinayong,1.44,10.55,69.85,99,100,1.92,GQ,2020-10-26 20:30:30,light rain
Xai-Xai,-25.05,33.64,72.28,89,8,7.63,MZ,2020-10-26 20:30:30,clear sky
Vostok,46.49,135.88,27.25,99,0,3.49,RU,2020-10-26 20:30:31,clear sky
Knysna,-34.04,23.05,62.6,100,2,8.05,ZA,2020-10-26 20:30:31,clear sky
Rudbar,30.15,62.6,55.51,33,0,0.76,AF,2020-10-26 20:30:31,clear sky
Buraydah,26.33,43.98,69.8,23,0,5.93,SA,2020-10-26 20:30:31,clear sky
Madang,-5.22,145.8,76.93,81,28,4.68,PG,2020-10-26 20:30:32,scattered clouds
Vila Franca Do Campo,37.72,-25.43,68.0,77,20,18.34,PT,2020-10-26 20:30:32,few clouds
Port Lincoln,-34.73,135.87,55.33,87,1,8.19,AU,2020-10-26 20:30:32,clear sky
Ouango,4.31,22.56,70.14,95,100,2.98,CF,2020-10-26 20:30:32,overcast clouds
Mandalgarh,25.2,75.1,69.87,27,0,3.89,IN,2020-10-26 20:30:33,clear sky
Taltal,-25.4,-70.48,63.3,66,43,5.73,CL,2020-10-26 20:30:33,scattered clouds
Revda,56.8,59.93,26.6,92,90,22.37,RU,2020-10-26 20:30:33,light snow
Yelniki,54.62,43.88,32.79,94,0,3.42,RU,2020-10-26 20:30:33,clear sky
Wilmington,34.23,-77.94,73.99,69,1,5.82,US,2020-10-26 20:29:55,clear sky
Begoro,6.39,-0.38,71.15,96,78,3.27,GH,2020-10-26 20:30:34,broken clouds
Guaruja,-23.99,-46.26,78.01,78,20,8.05,BR,2020-10-26 20:30:10,few clouds
Worcester,42.33,-71.83,48.0,93,90,4.7,US,2020-10-26 20:28:20,mist
Sheridan,44.83,-106.92,28.0,57,1,0.87,US,2020-10-26 20:30:34,clear sky
Yatou,37.15,122.38,54.91,79,15,3.96,CN,2020-10-26 20:30:35,few clouds
Ixtapa,20.7,-105.2,89.6,70,5,9.17,MX,2020-10-26 20:30:35,clear sky
Guerrero Negro,27.98,-114.06,74.08,49,3,18.59,MX,2020-10-26 20:29:37,clear sky
Caravelas,-17.71,-39.25,75.6,83,4,7.23,BR,2020-10-26 20:30:35,clear sky
Fort Nelson,58.81,-122.7,30.2,92,90,5.82,CA,2020-10-26 20:30:15,light snow
Manono,-7.3,27.42,71.24,86,97,2.17,CD,2020-10-26 20:30:36,overcast clouds
Spirovo,57.42,34.98,44.13,88,100,8.43,RU,2020-10-26 20:30:36,overcast clouds
Centralia,46.72,-122.95,52.0,49,1,5.82,US,2020-10-26 20:28:27,clear sky
La Paz,-16.5,-68.15,55.4,30,75,11.41,BO,2020-10-26 20:26:01,broken clouds
Balkhash,46.84,74.98,50.81,62,24,19.93,KZ,2020-10-26 20:30:37,few clouds
Illapel,-31.63,-71.17,76.86,29,6,8.66,CL,2020-10-26 20:26:11,clear sky
Novaci,45.18,23.67,50.94,81,16,2.15,RO,2020-10-26 20:30:37,few clouds
Mayor Pablo Lagerenza,-19.93,-60.77,82.83,53,65,11.97,PY,2020-10-26 20:30:37,broken clouds
Chekhov,55.14,37.47,45.0,86,0,4.47,RU,2020-10-26 20:30:37,clear sky
Panama City,8.99,-79.52,87.01,74,20,5.82,PA,2020-10-26 20:28:50,few clouds
Oxford,51.75,-1.26,46.0,87,0,9.17,GB,2020-10-26 20:28:40,clear sky
Oron,4.83,8.23,77.27,90,100,2.44,NG,2020-10-26 20:30:38,light rain
Oruro,-17.98,-67.15,62.89,31,69,15.64,BO,2020-10-26 20:30:38,broken clouds
Byron Bay,-28.65,153.62,68.0,77,90,11.41,AU,2020-10-26 20:28:47,overcast clouds
Chebarkul,54.97,60.36,26.55,95,100,23.09,RU,2020-10-26 20:30:40,light snow
Chumikan,54.72,135.31,30.43,85,64,1.3,RU,2020-10-26 20:30:40,broken clouds
Broome,42.25,-75.83,57.0,93,90,8.05,US,2020-10-26 20:30:40,moderate rain
San Ramon,37.78,-121.98,71.01,6,1,10.29,US,2020-10-26 20:27:08,clear sky
Cururupu,-1.83,-44.87,80.69,75,96,4.61,BR,2020-10-26 20:30:41,overcast clouds
Kirkwall,58.98,-2.96,48.2,93,45,7.67,GB,2020-10-26 20:28:25,scattered clouds
Arlit,18.74,7.39,80.24,15,0,9.93,NE,2020-10-26 20:30:41,clear sky
Kanashevo,55.22,62.06,28.4,100,90,29.08,RU,2020-10-26 20:30:42,heavy snow
Dudinka,69.41,86.18,1.4,91,40,2.24,RU,2020-10-26 20:30:42,mist
Abu Kamal,34.45,40.92,68.86,24,0,6.73,SY,2020-10-26 20:30:42,clear sky
Capitao Poco,-1.75,-47.06,83.59,65,98,10.04,BR,2020-10-26 20:30:42,heavy intensity rain
Farafangana,-22.82,47.83,69.96,83,1,5.77,MG,2020-10-26 20:30:42,clear sky
Manzil Kamil,35.62,10.67,71.01,77,0,14.99,TN,2020-10-26 20:30:43,clear sky
Syracuse,37.09,15.28,62.6,82,0,9.17,IT,2020-10-26 20:30:43,clear sky
Makakilo City,21.35,-158.09,82.4,69,20,5.82,US,2020-10-26 20:30:43,few clouds
Isabela,6.71,121.97,78.73,81,100,4.79,PH,2020-10-26 20:30:43,light rain
Leningradskiy,69.38,178.42,26.17,98,100,7.0,RU,2020-10-26 20:29:07,snow
Gander,48.97,-54.59,39.2,48,75,6.93,CA,2020-10-26 20:30:44,broken clouds
Kokoda,-8.88,147.74,76.93,69,99,0.89,PG,2020-10-26 20:30:44,overcast clouds
Brae,60.4,-1.35,50.0,87,40,4.7,GB,2020-10-26 20:30:44,scattered clouds
Rehoboth,-23.32,17.08,76.95,28,97,10.33,NA,2020-10-26 20:30:45,overcast clouds
Lagoa,39.05,-27.98,68.23,89,100,24.56,PT,2020-10-26 20:30:45,overcast clouds
Isagarh,24.83,77.88,69.78,31,0,0.38,IN,2020-10-26 20:30:45,clear sky
Kyra,49.58,111.98,24.69,77,100,2.91,RU,2020-10-26 20:30:45,overcast clouds
Ejido,8.55,-71.24,73.9,66,97,3.0,VE,2020-10-26 20:30:46,light rain
Paita,-5.09,-81.11,77.0,65,0,10.29,PE,2020-10-26 20:30:46,clear sky
Dhaka,23.71,90.41,80.6,74,0,2.62,BD,2020-10-26 20:27:07,haze
Khani,41.96,42.96,62.6,63,0,17.22,GE,2020-10-26 20:30:47,clear sky
Kyzyl,51.7,94.45,25.68,85,87,1.23,RU,2020-10-26 20:30:47,overcast clouds
Koster,-25.86,26.9,69.87,37,43,9.78,ZA,2020-10-26 20:30:48,scattered clouds
Kimbe,-5.55,150.14,78.58,85,85,2.86,PG,2020-10-26 20:30:48,light rain
Aripuana,-9.17,-60.63,90.23,47,87,3.18,BR,2020-10-26 20:30:49,overcast clouds
Sironj,24.1,77.7,70.83,41,0,2.51,IN,2020-10-26 20:30:49,clear sky
Muisne,0.6,-80.03,84.2,74,75,9.17,EC,2020-10-26 20:30:49,broken clouds
Kendari,-3.94,122.5,75.96,86,100,1.3,ID,2020-10-26 20:30:50,overcast clouds
Skelleftea,64.75,20.95,41.0,100,58,6.93,SE,2020-10-26 20:30:50,broken clouds
Luwuk,-0.95,122.79,76.95,77,98,3.56,ID,2020-10-26 20:26:43,overcast clouds
Pacific Grove,36.62,-121.92,71.6,9,1,6.93,US,2020-10-26 20:30:51,clear sky
Fayetteville,35.05,-78.88,73.99,68,1,3.36,US,2020-10-26 20:28:24,clear sky
Tejutla,15.12,-91.8,70.0,92,79,1.01,GT,2020-10-26 20:30:51,light rain
Husavik,66.04,-17.34,37.4,69,90,5.82,IS,2020-10-26 20:30:52,overcast clouds
Catuday,16.29,119.81,80.15,79,100,19.66,PH,2020-10-26 20:30:52,light rain
Acapulco,16.86,-99.89,87.8,74,90,4.7,MX,2020-10-26 20:30:22,overcast clouds
Dunedin,-45.87,170.5,51.01,79,71,4.34,NZ,2020-10-26 20:30:52,broken clouds
Huntsville,34.73,-86.59,73.4,64,90,6.46,US,2020-10-26 20:27:10,overcast clouds
Marsaxlokk,35.84,14.54,69.01,72,20,4.7,MT,2020-10-26 20:30:53,few clouds
Visnes,59.36,5.22,52.0,87,20,11.41,NO,2020-10-26 20:30:53,few clouds
Homer,59.64,-151.55,44.01,75,90,21.92,US,2020-10-26 20:30:53,overcast clouds
Horsham,51.06,-0.33,48.99,87,0,5.82,GB,2020-10-26 20:30:53,clear sky
Bonavista,48.65,-53.11,37.0,63,96,4.0,CA,2020-10-26 20:30:53,overcast clouds
Inta,66.03,60.17,13.23,92,0,4.9,RU,2020-10-26 20:30:54,clear sky
Barmer,25.75,71.38,76.68,22,0,5.1,IN,2020-10-26 20:30:54,clear sky
Port Hardy,50.7,-127.42,44.6,100,90,8.05,CA,2020-10-26 20:30:54,light rain
Radhanpur,23.83,71.6,78.71,39,0,6.6,IN,2020-10-26 20:30:55,clear sky
Lloydminster,53.28,-110.0,35.6,40,40,9.17,CA,2020-10-26 20:30:55,scattered clouds
Ketchikan,55.34,-131.65,51.8,100,90,13.87,US,2020-10-26 20:30:10,moderate rain
Smolenka,52.14,113.5,19.4,73,0,6.71,RU,2020-10-26 20:30:55,clear sky
Kondinskoye,59.65,67.41,27.79,97,100,18.32,RU,2020-10-26 20:30:56,overcast clouds
Sorland,67.67,12.69,46.4,81,75,20.8,NO,2020-10-26 20:30:56,broken clouds
Minervino Murge,41.08,16.08,62.01,87,0,6.93,IT,2020-10-26 20:30:56,clear sky
Obo,5.4,26.49,69.89,93,90,1.32,CF,2020-10-26 20:30:56,overcast clouds
Walvis Bay,-22.96,14.51,57.2,82,0,6.93,NA,2020-10-26 20:30:57,clear sky
Doha,25.29,51.53,80.6,65,0,2.24,QA,2020-10-26 20:27:49,clear sky
Xunchang,28.45,104.72,62.51,77,87,1.28,CN,2020-10-26 20:30:57,overcast clouds
Punta Alta,-38.88,-62.07,74.75,25,0,7.99,AR,2020-10-26 20:30:57,clear sky
Roura,4.73,-52.33,82.4,78,31,8.05,GF,2020-10-26 20:30:58,scattered clouds
Bafoulabe,13.81,-10.83,82.29,15,0,3.2,ML,2020-10-26 20:30:58,clear sky
Katsuura,35.13,140.3,60.8,67,20,12.75,JP,2020-10-26 20:30:58,few clouds
Nipawin,53.37,-104.0,30.2,46,1,10.29,CA,2020-10-26 20:30:58,clear sky
Mazagao,-0.12,-51.29,91.4,63,20,13.87,BR,2020-10-26 20:30:58,few clouds
Lexington Park,38.27,-76.45,64.4,77,90,4.7,US,2020-10-26 20:30:24,overcast clouds
Adwa,14.16,38.9,60.21,40,14,4.92,ET,2020-10-26 20:30:59,few clouds
Maldonado,-34.67,-54.92,59.0,77,75,16.11,UY,2020-10-26 20:30:59,broken clouds
Trinidad,-14.83,-64.9,96.8,50,40,13.87,BO,2020-10-26 20:30:59,scattered clouds
De-Kastri,51.47,140.78,34.02,87,0,5.41,RU,2020-10-26 20:31:00,clear sky
Kudahuvadhoo,2.67,72.89,82.22,76,6,8.28,MV,2020-10-26 20:31:00,clear sky
La Ronge,55.1,-105.28,30.2,50,20,12.75,CA,2020-10-26 20:31:00,few clouds
Tynda,55.17,124.72,27.55,98,100,6.46,RU,2020-10-26 20:31:00,snow
Odienne,9.51,-7.57,75.33,55,94,0.92,CI,2020-10-26 20:31:00,overcast clouds
Tomatlan,19.93,-105.25,87.26,69,80,10.09,MX,2020-10-26 20:31:01,broken clouds
Kenai,60.55,-151.26,45.0,65,90,10.29,US,2020-10-26 20:31:01,overcast clouds
Moree,-29.47,149.85,57.2,87,33,8.75,AU,2020-10-26 20:31:01,scattered clouds
Daloa,6.88,-6.45,75.45,78,100,2.57,CI,2020-10-26 20:31:01,overcast clouds
Aranos,-24.13,19.12,73.6,40,55,10.54,NA,2020-10-26 20:31:02,broken clouds
Houma,29.6,-90.72,81.0,65,40,6.93,US,2020-10-26 20:30:36,scattered clouds
Rudnogorsk,57.26,103.75,20.52,91,90,3.42,RU,2020-10-26 20:31:02,overcast clouds
Port Augusta,-32.5,137.77,55.4,87,75,4.7,AU,2020-10-26 20:31:02,broken clouds
Mwingi,-0.93,38.06,68.32,77,55,8.16,KE,2020-10-26 20:31:03,broken clouds
Hurghada,27.26,33.81,78.8,69,0,10.89,EG,2020-10-26 20:31:03,clear sky
Oskemen,49.96,82.61,46.4,45,75,6.71,KZ,2020-10-26 20:31:03,broken clouds
Lakatoro,-16.1,167.42,77.0,88,75,6.93,VU,2020-10-26 20:31:03,light intensity shower rain
Ranfurly,-45.13,170.1,41.0,95,100,1.01,NZ,2020-10-26 20:31:04,overcast clouds
Kazanskaya,45.41,40.44,55.0,60,41,13.53,RU,2020-10-26 20:31:04,scattered clouds
Zhaoyuan,37.36,120.4,51.01,83,37,3.13,CN,2020-10-26 20:31:04,scattered clouds
Turukhansk,65.82,87.98,-0.78,89,0,7.0,RU,2020-10-26 20:31:04,clear sky
Steinbach,50.17,8.57,51.01,93,20,8.05,DE,2020-10-26 20:31:05,few clouds
Kushima,31.46,131.23,59.29,75,0,3.11,JP,2020-10-26 20:31:05,clear sky
Alice Springs,-23.7,133.88,55.4,35,0,4.7,AU,2020-10-26 20:26:43,clear sky
Yerbogachen,61.28,108.01,20.26,96,100,3.22,RU,2020-10-26 20:31:05,overcast clouds
Diapaga,12.07,1.79,82.11,24,1,5.03,BF,2020-10-26 20:31:06,clear sky
Kokopo,-4.35,152.26,79.38,81,46,2.91,PG,2020-10-26 20:31:06,scattered clouds
Obeliai,55.97,25.15,51.22,91,100,10.36,LT,2020-10-26 20:31:06,overcast clouds
Lerwick,60.15,-1.15,50.0,87,40,4.7,GB,2020-10-26 20:31:06,scattered clouds
Moose Factory,51.26,-80.61,28.4,63,90,11.41,CA,2020-10-26 20:31:06,overcast clouds
Mount Isa,-20.73,139.5,69.8,22,90,6.93,AU,2020-10-26 20:30:42,overcast clouds
Kurchum,48.57,83.65,43.07,52,5,18.01,KZ,2020-10-26 20:31:07,clear sky
Boa Esperanca,-21.09,-45.57,75.11,58,21,1.16,BR,2020-10-26 20:31:07,few clouds
Altamira,-3.2,-52.21,93.2,49,40,3.36,BR,2020-10-26 20:31:07,scattered clouds
Luanda,-8.84,13.23,77.0,83,40,4.7,AO,2020-10-26 20:31:08,scattered clouds
Henties Bay,-22.12,14.28,57.0,92,0,5.55,NA,2020-10-26 20:31:08,clear sky
La Rioja,42.25,-2.5,51.01,81,75,6.91,ES,2020-10-26 20:31:09,broken clouds
Tigre,-34.43,-58.58,72.0,56,0,12.75,AR,2020-10-26 20:31:09,clear sky
Coahuayana,18.73,-103.68,84.2,70,40,11.41,MX,2020-10-26 20:31:09,scattered clouds
Guantanamo,20.14,-75.21,87.8,70,75,11.41,CU,2020-10-26 20:31:09,broken clouds
Esmeralda,21.85,-78.12,84.2,74,75,8.05,CU,2020-10-26 20:31:10,broken clouds
Flin Flon,54.77,-101.86,26.6,53,5,9.17,CA,2020-10-26 20:31:10,clear sky
Koslan,63.46,48.9,21.2,97,100,4.94,RU,2020-10-26 20:31:10,overcast clouds
Amqui,48.46,-67.43,36.0,97,90,8.05,CA,2020-10-26 20:31:11,overcast clouds
Faya,18.39,42.45,64.4,17,0,3.36,SA,2020-10-26 20:31:11,clear sky
Deputatskiy,69.3,139.9,-0.36,88,72,2.66,RU,2020-10-26 20:31:11,broken clouds
Bridlington,54.08,-0.19,48.99,81,64,12.75,GB,2020-10-26 20:31:11,broken clouds
Maningrida,-12.07,134.27,78.8,71,100,3.89,AU,2020-10-26 20:31:11,overcast clouds
Florencia,43.77,11.25,59.0,93,75,5.82,IT,2020-10-26 20:31:12,moderate rain
Xapuri,-10.65,-68.5,96.8,50,40,9.17,BR,2020-10-26 20:31:12,scattered clouds
San Bartolome De Tirajana,27.92,-15.57,71.6,68,20,13.87,ES,2020-10-26 20:31:13,few clouds
Taywarah,33.35,64.42,29.17,84,0,1.9,AF,2020-10-26 20:31:13,clear sky
Morehead,37.27,-87.18,55.4,81,90,3.36,US,2020-10-26 20:31:13,overcast clouds
Nefteyugansk,61.1,72.6,24.8,100,90,15.66,RU,2020-10-26 20:31:13,overcast clouds
Mitsamiouli,-11.38,43.28,78.12,75,8,8.03,KM,2020-10-26 20:31:13,clear sky
Santiago De Cao,-7.96,-79.24,64.4,82,75,13.87,PE,2020-10-26 20:31:14,broken clouds
Bairnsdale,-37.83,147.62,53.01,95,100,3.8,AU,2020-10-26 20:31:14,light rain
Marovoay,-16.1,46.63,78.8,74,20,2.24,MG,2020-10-26 20:31:14,few clouds
Puka,58.06,26.24,52.0,93,100,6.93,EE,2020-10-26 20:31:14,overcast clouds
Colesberg,-30.72,25.1,66.09,52,73,7.49,ZA,2020-10-26 20:31:15,broken clouds
Benguela,-12.58,13.41,75.6,78,100,5.53,AO,2020-10-26 20:31:15,overcast clouds
Sungaipenuh,-2.08,101.38,65.17,87,100,1.21,ID,2020-10-26 20:31:15,overcast clouds
Diego De Almagro,-26.37,-70.05,78.08,20,0,10.83,CL,2020-10-26 20:31:15,clear sky
Praia Da Vitoria,38.73,-27.07,69.8,77,40,10.07,PT,2020-10-26 20:30:39,scattered clouds
Hearst,49.68,-83.67,30.27,76,0,6.67,CA,2020-10-26 20:31:16,clear sky
Todos Santos,23.45,-110.22,79.0,70,0,15.14,MX,2020-10-26 20:31:17,clear sky
Pontevedra,42.43,-8.64,59.0,93,75,4.7,ES,2020-10-26 20:28:19,fog
Shu,43.6,73.76,51.89,44,3,8.52,KZ,2020-10-26 20:31:18,clear sky
Raga,8.46,25.68,73.24,63,68,3.31,SS,2020-10-26 20:31:18,broken clouds
Kieta,-6.22,155.63,81.54,72,57,2.55,PG,2020-10-26 20:31:19,broken clouds
Salisbury,51.07,-1.8,46.99,87,0,6.93,GB,2020-10-26 20:28:06,clear sky
Bristol,41.83,-71.17,55.4,76,90,3.76,US,2020-10-26 20:31:19,overcast clouds
Olinda,-8.01,-34.86,82.4,69,75,8.05,BR,2020-10-26 20:31:20,broken clouds
Rundu,-17.93,19.77,76.03,19,0,4.68,NA,2020-10-26 20:31:20,clear sky
Surt,31.21,16.59,72.36,75,0,16.71,LY,2020-10-26 20:31:21,clear sky
Nioro,13.35,-15.75,82.87,42,0,3.0,GM,2020-10-26 20:31:21,clear sky
Donghai,22.95,115.64,68.11,81,81,6.8,CN,2020-10-26 20:31:21,broken clouds
Uyemskiy,64.47,40.85,33.8,91,90,11.18,RU,2020-10-26 20:31:22,light rain
Esso,55.93,158.7,34.39,88,100,2.3,RU,2020-10-26 20:31:22,overcast clouds
Sandy Bay,-42.91,147.35,51.8,53,75,4.7,AU,2020-10-26 20:31:22,broken clouds
Viransehir,37.24,39.76,65.57,26,90,3.24,TR,2020-10-26 20:31:23,overcast clouds
Faribault,44.3,-93.27,28.4,63,90,8.05,US,2020-10-26 20:31:23,overcast clouds
San Rafael,-34.62,-68.33,78.35,18,28,20.94,AR,2020-10-26 20:30:35,scattered clouds
Masyaf,35.07,36.34,77.0,22,0,2.24,SY,2020-10-26 20:31:23,clear sky
